Country,Partner Organization,longitude,latitude,Region,District,Landscape #,Household ID,Household head ID,Enumerator ID,Time interview start,Date of interview,Supervisor ID,Questionnaire inspection date,Clerk ID,Data entry date,fr_01,fr2_10,fr_5,ag12b_vs_09a,ag12a_vs_10,ag12a_vs_10_other,End Time,Survey Instrument
TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,16,5,"L11",sqDAomp7sVA,B2V2SCBwgbB,,2000-01-01 12:10:00 UTC,2015-03-13,HxqWJGL2xCB,2015-03-17,AVw9ZDANar6,2015-08-30T00:00:00Z,1,3,1442305136785.jpg,1,other,Vikoba,,
TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,05,03,"L19",MqCGGaKzuz2,phZeHAkWhd7,,,,FCe6UY9ArG,2014-03-03,7PkheGtQAN6,2014-08-11T00:00:00Z,1,2,1408180209609.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,06,05,"L22",Qapm2uWHFt5,ozMGh9TJn34,,2000-01-01 13:12:00 UTC,2015-06-02,HxqWJGL2xCB,2015-06-06,AVw9ZDANar6,2015-09-09T00:00:00Z,1,3,1441787557486.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,16,5,"L11",3bdaYKw2CU5,1LYKqnortK3,,2000-01-01 11:43:00 UTC,2015-03-11,HxqWJGL2xCB,2015-03-15,AVw9ZDANar6,2015-09-13T00:00:00Z,1,3,1442137784722.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,12,07,"L20",mdqRMX9AQF6,iGFSMJR11P8,,,,FCe6UY9ArG,2014-09-24,7PkheGtQAN6,2014-09-24T00:00:00Z,1,2,1413367174800.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,11,02,"L10",qP3BigSRj28,Q4GNBtKDKM5,,,,UGBNE6Dh883,2013-12-05,u17HPofV68A,2014-08-12T00:00:00Z,1,1,1408182187623.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,06,05,"L22",BP6YrbuDcL,dnhyURQ1Ud,,2000-01-01 12:22:00 UTC,2015-05-27,HxqWJGL2xCB,2015-05-01,AVw9ZDANar6,2015-09-13T00:00:00Z,1,3,1442303927731.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,12,07,"L20",G8pqkT9RvZB,Y29oSGisWz3,,,,pDEvVPJAnq,2015-01-15,u17HPofV68A,2015-01-15T00:00:00Z,1,2,1421302156493.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,15,04,"L03",KkYJfxvuWf6,DwyKH8YL6Z8,,,,pDEvVPJAnq,2014-12-24,u17HPofV68A,2014-12-24T00:00:00Z,1,2,1419412446686.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,15,02,"L03",znifEwvA5C4,8nAbeJBi6P2,,,,FCe6UY9ArG,2014-12-11,7PkheGtQAN6,2014-12-11T00:00:00Z,1,2,1423751295262.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,12,07,"L20",zRYovaahru9,EbdATazNoC9,,,,4rcFoxbLY19,2014-09-30,u17HPofV68A,2014-09-30T00:00:00Z,1,2,1413366864001.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,15,02,"L03",McAcYh2ZV69,i23qkhiUAp3,,,,FCe6UY9ArG,2014-12-10,7PkheGtQAN6,2014-12-10T00:00:00Z,1,2,1423751134326.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,15,04,"L03",41YTq8opiW8,Ci7Q5UVrK38,,,,pDEvVPJAnq,2014-11-24,u17HPofV68A,2015-04-14T00:00:00Z,1,2,1429000011499.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,05,03,"L19",4FP6ukTTsQ8,PzKvbyT3YLB,,,,FCe6UY9ArG,2014-02-27,7PkheGtQAN6,2014-08-11T00:00:00Z,1,2,1408178767857.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,11,4,"L18",2zFRVcySNg6,EW4g2zfv1gA,,,,K4Vz8PHoeL5,2013-10-04,vN5ectur45B,2014-08-13T00:00:00Z,1,1,1408183698440.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,12,07,"L20",Qrakmh9TAb7,VkUN44m4Pq4,,,,4rcFoxbLY19,2014-09-29,u17HPofV68A,2014-09-29T00:00:00Z,1,2,1413366506416.jpg,1,other,VIKOBA.,,
TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,05,03,"L19",mUFTDYR9Aj,iMuLuQTRvMA,,,,4rcFoxbLY19,2014-02-14,u17HPofV68A,2014-08-11T00:00:00Z,1,2,1408186594515.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,11,02,"L10",p5n6hjGyeL,SFfKSwo8KZ4,,,,UGBNE6Dh883,2014-08-12,u17HPofV68A,2014-08-12T00:00:00Z,1,1,1408181689772.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,06,05,"L22",4NfJeixyr6A,W1YUjea18i3,,2000-01-01 12:10:00 UTC,2015-06-02,HxqWJGL2xCB,2015-08-08,j5Sgt8wEoV2,2015-08-08T00:00:00Z,1,3,1439032546531.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,11,4,"L18",VhjsvzpdVX8,i9nqjS1CB72,,,,UGBNE6Dh883,2013-10-06,7PkheGtQAN6,2013-10-07T00:00:00Z,1,1,1429002078227.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,06,05,"L22",RfzDYcp8cy2,f5iu246y3A7,,2000-01-01 12:12:00 UTC,2015-05-18,HxqWJGL2xCB,2015-08-10,j5Sgt8wEoV2,2015-08-10T00:00:00Z,1,3,1439204557974.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,11,4,"L18",6NYkNXf4fW6,u5ggnYLZAY8,,,,UGBNE6Dh883,2013-10-02,7PkheGtQAN6,2014-08-12T00:00:00Z,1,1,1408176683691.jpg,1,other,Saccos,,
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,11,02,"L10",wXNS3oTZiX8,tdRY85u4Uw8,,,,UGBNE6Dh883,2014-08-06,7PkheGtQAN6,2014-08-12T00:00:00Z,1,1,1408176245139.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,06,05,"L22",6vK31iR7nAA,XZB7DKq3145,,2000-01-01 13:05:00 UTC,2015-05-21,HxqWJGL2xCB,2015-05-26,AVw9ZDANar6,2015-09-09T00:00:00Z,1,3,1441799540737.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,12,07,"L20",QokjJw6sDKB,Bq5J2a2HRy6,,,,4rcFoxbLY19,2014-09-27,AVw9ZDANar6,2014-09-27T00:00:00Z,1,2,1411822033953.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,15,04,"L03",ZAZu9eYNzaA,CrCo3S5yrp5,,,,pDEvVPJAnq,2014-12-28,u17HPofV68A,2014-12-28T00:00:00Z,1,2,1419763488973.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,11,02,"L10",qBummgzDBd8,aiDevVGJLo8,,,,UGBNE6Dh883,2013-12-08,u17HPofV68A,2014-08-12T00:00:00Z,1,1,1408101271212.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,05,03,"L19",Mf1iaj3mXF6,KV3wCKML2c2,,,,FCe6UY9ArG,2014-03-01,7PkheGtQAN6,2014-08-11T00:00:00Z,1,2,,2,,,,
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,12,07,"L20",yE1Xsrhzmk8,My7FABJD389,,,,FCe6UY9ArG,2014-10-09,7PkheGtQAN6,2014-10-09T00:00:00Z,1,2,1413367396841.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,16,5,"L11",RnWd36XhwD2,2pwDZMq3e73,,2000-01-01 13:28:00 UTC,2015-03-17,HxqWJGL2xCB,2015-08-07,j5Sgt8wEoV2,2015-08-07T00:00:00Z,1,3,1438975923586.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,12,07,"L20",zRYovaahru9,EbdATazNoC9,,,,pDEvVPJAnq,2015-01-14,u17HPofV68A,2015-01-14T00:00:00Z,1,2,1421241886370.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,16,5,"L11",ZC9BxGQiLT8,JmdMB6utBj8,,2000-01-01 13:11:00 UTC,2015-03-27,HxqWJGL2xCB,2015-03-30,AVw9ZDANar6,2015-08-31T00:00:00Z,1,3,1442305239855.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,05,03,"L19",6auvr3dPvX4,YoCCse4PvA4,,,,4rcFoxbLY19,2014-02-17,u17HPofV68A,2014-08-12T00:00:00Z,1,2,1408188214002.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,11,02,"L18",ayZb55CgmK4,rKDqkjd9er7,,,,wn1XnXRQCn9,2013-10-04,u17HPofV68A,2014-08-13T00:00:00Z,1,1,1408184387432.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,15,04,"L03",onVKoJG2AfA,AvEgmASX3J,,,,pDEvVPJAnq,2014-12-27,u17HPofV68A,2014-12-27T00:00:00Z,1,2,1419678669086.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,12,07,"L20",EnufChhcvN6,11R2bNNfSUA,,,,pDEvVPJAnq,2015-01-03,u17HPofV68A,2015-01-14T00:00:00Z,1,2,1421226999474.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,11,4,"L18",udWPUwFP172,cysbwGbJHV,,,,K4Vz8PHoeL5,2013-10-17,u17HPofV68A,2014-08-13T00:00:00Z,1,1,1408183584594.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,11,02,"L10",ZRuCufE5rt9,QS8cdip7MRB,,,,UGBNE6Dh883,2013-11-20,7PkheGtQAN6,2014-08-12T00:00:00Z,1,1,1408176119439.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,12,07,"L20",HPHgA99tPJA,JakkDBS2A77,,,,pDEvVPJAnq,2015-01-14,u17HPofV68A,2015-01-14T00:00:00Z,1,2,1421230103054.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,16,5,"L11",ERzfUDJvVr5,E2YbHye39o9,,2000-01-01 12:32:00 UTC,2015-03-24,HxqWJGL2xCB,2015-03-27,AVw9ZDANar6,2015-08-30T00:00:00Z,1,3,1440929287086.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,12,07,"L20",TzXCuVJ5tP5,LwfGM1GfMW3,,,,pDEvVPJAnq,2015-01-14,h9qbw3CpDN5,2015-01-14T00:00:00Z,1,2,1421245606832.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,05,03,"L19",B7g3YrTCTUB,ExqEhSHSFY2,,,,4rcFoxbLY19,2014-02-16,mLDJGka72W,2014-08-16T00:00:00Z,1,2,1408343388890.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,12,07,"L20",PrddN7Eh7v3,tnW266VqReA,,,,pDEvVPJAnq,2014-09-23,u17HPofV68A,2015-04-21T00:00:00Z,1,2,1429620738412.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,11,02,"L10",VpdWTmuL8k8,oSrvvqkkYq3,,,,AHVaXw9vxo7,2013-11-16,u17HPofV68A,2014-08-13T00:00:00Z,1,1,1408180909470.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,11,02,"L10",7NvFkzHDPpA,ATFsPKUTX18,,,,UGBNE6Dh883,2013-12-01,7PkheGtQAN6,2014-08-12T00:00:00Z,1,1,1408175266191.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,16,5,"L11",nEEs7UdXKf6,h9WCKT44nq,,2000-01-01 12:09:00 UTC,2015-03-12,HxqWJGL2xCB,2015-08-08,j5Sgt8wEoV2,2015-08-08T00:00:00Z,1,3,1439004916682.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,15,02,"L03",8RDtceCXmi7,VSwbPDh7uQ6,,,,FCe6UY9ArG,2014-12-09,7PkheGtQAN6,2014-12-09T00:00:00Z,1,2,1423751689505.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,11,4,"L18",ZSL3mumZ4X8,Xg1dTXZvX35,,,,UGBNE6Dh883,2013-10-12,7PkheGtQAN6,2014-08-12T00:00:00Z,1,1,1408176992274.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,11,02,"L10",ZAXs3MY83J,oLy9qqd5HKB,,,,UGBNE6Dh883,2013-12-04,u17HPofV68A,2014-08-13T00:00:00Z,1,1,1408182573943.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,06,05,"L22",X9YiaEDanB7,hWG9G6wiyH3,,2000-01-01 11:58:00 UTC,2015-05-26,HxqWJGL2xCB,2015-08-08,j5Sgt8wEoV2,2015-08-08T00:00:00Z,1,3,1438999340636.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,16,5,"L11",ywS4MJJe4cB,tiUu4TxCGGA,,2000-01-01 12:32:00 UTC,2015-03-09,HxqWJGL2xCB,2015-08-05,j5Sgt8wEoV2,2015-08-05T00:00:00Z,1,3,1438744421747.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,11,4,"L18",JsmhauRP8E9,GNEXAMHgwH9,,,,K4Vz8PHoeL5,2013-10-15,u17HPofV68A,2014-08-14T00:00:00Z,1,1,1408183317254.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,15,04,"L03",rai72yodTZ7,SqaRJFi5jb2,,,,pDEvVPJAnq,2014-12-24,u17HPofV68A,2014-12-24T00:00:00Z,1,2,1419399775503.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,06,05,"L22",Zzj5HfKc4d3,SCaLHN2u788,,2000-01-01 12:23:00 UTC,2015-05-27,HxqWJGL2xCB,2015-08-08,j5Sgt8wEoV2,2015-08-08T00:00:00Z,1,3,1439009233176.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,11,4,"L18",AcecNqxEnz4,qHwLBiRcmVA,,,,K4Vz8PHoeL5,2014-08-14,u17HPofV68A,2014-08-14T00:00:00Z,2,,,2,,,,
TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,05,03,"L19",ziHZfbph8gA,bE1X9MYoV22,,,,4rcFoxbLY19,2014-02-20,u17HPofV68A,2014-08-12T00:00:00Z,1,2,1408187548506.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,11,02,"L10",6gioKTgu1a9,WyDzsLTKW98,,,,UGBNE6Dh883,2013-11-16,7PkheGtQAN6,2014-08-12T00:00:00Z,1,1,1408175584903.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,11,02,"L10",mWbvKsGPM14,XLaZJ2uN1M2,,,,UGBNE6Dh883,2014-08-12,u17HPofV68A,2014-08-12T00:00:00Z,1,1,1408182033809.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,06,05,"L22",WEJAJe36mh4,jzU92ihMjj3,,2000-01-01 13:20:00 UTC,2015-05-23,HxqWJGL2xCB,2015-08-30,AVw9ZDANar6,2015-08-10T00:00:00Z,1,3,1439193425714.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,06,05,"L22",mzUJUxpe7c4,pxsTma3JGHB,,2000-01-01 12:28:00 UTC,2015-05-19,HxqWJGL2xCB,2015-08-11,j5Sgt8wEoV2,2015-08-11T00:00:00Z,1,3,1439287377094.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,12,07,"L20",uDCakBEm7VB,sMuWmYzmap8,,,,FCe6UY9ArG,2014-09-30,7PkheGtQAN6,2014-09-30T00:00:00Z,1,2,1413368187055.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,06,05,"L22",WjvUqZyb157,EZN8jazVYW2,,2000-01-01 11:53:00 UTC,2015-05-19,HxqWJGL2xCB,2015-05-28,AVw9ZDANar6,2015-09-13T00:00:00Z,1,3,1442149223020.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,11,4,"L18",HGnHsWKAkp3,Dpbg5cxqs33,,,,UGBNE6Dh883,2013-10-25,7PkheGtQAN6,2014-08-12T00:00:00Z,1,1,1408178193328.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,12,07,"L20",PuLRmEWBe78,jqF8YwKWY9,,,,FCe6UY9ArG,2014-10-07,7PkheGtQAN6,2014-10-07T00:00:00Z,1,2,1413366880546.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,11,4,"L18",onwJq3WmHg2,d33aEFjAnW4,,,,UGBNE6Dh883,2013-10-03,7PkheGtQAN6,2014-08-12T00:00:00Z,1,1,1408176863701.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,15,04,"L03",41YTq8opiW8,,,,,pDEvVPJAnq,2014-12-24,u17HPofV68A,2014-12-24T00:00:00Z,1,2,1419415615670.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,05,03,"L19",gpPmZSQZXY5,DbPdxSJyPRB,,,,FCe6UY9ArG,2014-02-15,7PkheGtQAN6,2014-08-11T00:00:00Z,1,2,1408178641580.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,06,05,"L22",fxSB64jdaSA,xgWE56n4Tf3,,2000-01-01 12:58:00 UTC,2015-05-29,HxqWJGL2xCB,2015-08-08,j5Sgt8wEoV2,2015-08-08T00:00:00Z,1,3,1439034424095.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,16,5,"L11",QuoaS1YaSX9,ff86xAnEem8,,2000-01-01 11:50:00 UTC,2015-03-28,HxqWJGL2xCB,2015-03-28,AVw9ZDANar6,2015-08-31T00:00:00Z,1,3,1441013141473.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,12,07,"L20",JbsDyyJEsp2,G8zGyKiRyz9,,,,ushj7JHHac5,2015-01-14,u17HPofV68A,2015-01-14T00:00:00Z,1,2,1421234684949.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,06,05,"L22",RTnL3zMj6T,GdfCbC8hoV7,,2000-01-01 12:38:00 UTC,2015-06-01,HxqWJGL2xCB,2015-06-10,AVw9ZDANar6,2015-08-10T00:00:00Z,1,3,1439203221970.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,06,05,"L22",nD93MDvRgs2,ebmtB822BR2,,2000-01-01 11:42:00 UTC,2015-05-28,HxqWJGL2xCB,2015-08-05,j5Sgt8wEoV2,2015-08-05T00:00:00Z,1,3,1438767735470.jpg,2,,,,
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,11,4,"L18",fKYGZhSCHi5,j6Aj4XWHWZ6,,,,UGBNE6Dh883,2013-10-17,7PkheGtQAN6,2014-08-12T00:00:00Z,1,1,1408177674542.jpg,2,,,,
